#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-02T18:27:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dbdc9ad607b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/810/71&tab:{J/ApJ/810/71/table3}&key:source=J/ApJ/810/71&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/71/table3
#-order=I
#-out=ID
#-out=HRG14
#-out=RAJ2000
#-out=DEJ2000
#-out=zphot
#-out=b_zphot
#-out=B_zphot
#-out=1500Mag
#-out=b_1500Mag
#-out=B_1500Mag
#

#RESOURCE=yCat_18100071
#Name: J/ApJ/810/71
#Title: UV mag of candidate galaxies at 3~<z~<8.5 (Finkelstein+, 2015)
#Table	J_ApJ_810_71_table3:
#Name: J/ApJ/810/71/table3
#Title: Catalog of candidate galaxies at 3.5~<z~<8.5
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	ID	(a19)	Catalog identifier	[ucd=meta.id]
#Column	HRG14	(A25)	IAU designation (JHHMMSS.ss+DDMMSS.s) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zphot	(F5.2)	[2.8/8.4] Photometric redshift	[ucd=src.redshift]
#Column	b_zphot	(F5.2)	[0.2/8] Lower 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	B_zphot	(F5.2)	[3.5/9.7] Upper 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	1500Mag	(F6.2)	[-22.8/-15.4] Absolute AB magnitude at 1500 Angstroms	[ucd=phys.magAbs]
#Column	b_1500Mag	(F6.2)	[-23/-16] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
#Column	B_1500Mag	(F6.2)	[-22.7/-15] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
_RAJ2000;_DEJ2000;ID;HRG14;RAJ2000;DEJ2000;zphot;b_zphot;B_zphot;1500Mag;b_1500Mag;B_1500Mag
053.16404694;-27.79422389;z5_MAIN_4988       ;HRG14 J033239.37-274739.2;053.164047;-27.794224; 5.27; 4.84; 5.47;-17.34;-17.46;-17.09
053.16214806;-27.80797194;z5_MAIN_6026       ;HRG14 J033238.92-274828.7;053.162148;-27.807972; 5.29; 4.46; 5.45;-17.46;-17.57;-17.07
053.16608806;-27.78566611;z5_MAIN_3258       ;HRG14 J033239.86-274708.4;053.166088;-27.785666; 5.29; 5.02; 5.37;-18.82;-18.88;-18.71
053.16782389;-27.76538694;z5_MAIN_391        ;HRG14 J033240.28-274555.4;053.167824;-27.765387; 5.31; 0.93; 5.41;-17.76;-17.91;-17.15
053.14812500;-27.78143694;z5_MAIN_2680       ;HRG14 J033235.55-274653.2;053.148125;-27.781437; 5.31; 4.80; 5.60;-17.16;-17.33;-16.86
053.15623889;-27.79675694;z5_MAIN_5344       ;HRG14 J033237.50-274748.3;053.156239;-27.796757; 5.31; 0.95; 5.51;-17.25;-17.44;-16.85
053.17007806;-27.77502306;z5_MAIN_1464       ;HRG14 J033240.82-274630.1;053.170078;-27.775023; 5.32; 1.07; 5.50;-17.69;-17.88;-17.27
053.15213806;-27.76810111;z5_MAIN_673        ;HRG14 J033236.51-274605.2;053.152138;-27.768101; 5.32; 1.02; 5.90;-16.13;-16.57;-15.46
053.14717889;-27.79308500;z5_MAIN_4818       ;HRG14 J033235.32-274735.1;053.147179;-27.793085; 5.34; 4.97; 5.46;-18.16;-18.20;-17.87
053.14673194;-27.79729694;z5_MAIN_5378       ;HRG14 J033235.22-274750.3;053.146732;-27.797297; 5.34; 4.38; 5.50;-17.24;-17.33;-16.80
053.18069500;-27.77648389;z5_MAIN_1614       ;HRG14 J033243.37-274635.3;053.180695;-27.776484; 5.37; 1.31; 5.62;-17.67;-17.87;-17.41
053.14185306;-27.77704611;z5_MAIN_1857       ;HRG14 J033234.04-274637.4;053.141853;-27.777046; 5.39; 4.20; 5.51;-17.80;-17.88;-17.27
053.14572889;-27.79669806;z5_MAIN_5277       ;HRG14 J033234.97-274748.1;053.145729;-27.796698; 5.39; 5.16; 5.50;-18.64;-18.72;-18.54
053.16757194;-27.76541306;z5_MAIN_392        ;HRG14 J033240.22-274555.5;053.167572;-27.765413; 5.39; 5.10; 5.56;-18.56;-18.63;-18.37
053.18431111;-27.78177306;z5_MAIN_2764       ;HRG14 J033244.23-274654.4;053.184311;-27.781773; 5.39; 5.00; 5.68;-17.28;-17.39;-16.99
053.17956194;-27.78600306;z5_MAIN_3535       ;HRG14 J033243.09-274709.6;053.179562;-27.786003; 5.43; 4.11; 5.55;-18.53;-18.58;-18.16
053.16574111;-27.80337306;z5_MAIN_5824       ;HRG14 J033239.78-274812.1;053.165741;-27.803373; 5.43; 5.28; 5.55;-18.63;-18.67;-18.50
053.15563611;-27.77348694;z5_MAIN_1262       ;HRG14 J033237.35-274624.6;053.155636;-27.773487; 5.43; 0.93; 5.93;-17.62;-17.81;-17.06
053.17847806;-27.78822306;z5_MAIN_4038       ;HRG14 J033242.83-274717.6;053.178478;-27.788223; 5.44; 5.29; 5.52;-19.74;-19.74;-19.64
053.15686000;-27.75986306;z5_MAIN_55         ;HRG14 J033237.65-274535.5;053.156860;-27.759863; 5.46; 1.08; 5.66;-17.90;-18.02;-17.52
053.15340806;-27.79949611;z5_MAIN_5588       ;HRG14 J033236.82-274758.2;053.153408;-27.799496; 5.47; 5.30; 5.67;-17.94;-18.00;-17.77
053.16638611;-27.80407306;z5_MAIN_5872       ;HRG14 J033239.93-274814.7;053.166386;-27.804073; 5.47; 4.45; 5.79;-17.99;-18.08;-17.57
053.18135111;-27.78651000;z5_MAIN_3271       ;HRG14 J033243.52-274711.4;053.181351;-27.786510; 5.50; 4.58; 5.67;-16.95;-17.05;-16.78
053.16250611;-27.78004806;z5_MAIN_1513       ;HRG14 J033239.00-274648.2;053.162506;-27.780048; 5.50; 5.06; 5.77;-18.80;-18.92;-18.58
053.16902889;-27.78761889;z5_MAIN_3953       ;HRG14 J033240.57-274715.4;053.169029;-27.787619; 5.51; 5.26; 5.67;-18.03;-18.14;-17.89
053.13898500;-27.79031389;z5_MAIN_4394       ;HRG14 J033233.36-274725.1;053.138985;-27.790314; 5.51; 5.29; 5.66;-18.42;-18.51;-18.29
053.15698611;-27.76717000;z5_MAIN_586        ;HRG14 J033237.68-274601.8;053.156986;-27.767170; 5.53; 0.90; 5.89;-17.34;-17.50;-16.91
053.15781806;-27.76384000;z5_MAIN_271        ;HRG14 J033237.88-274549.8;053.157818;-27.763840; 5.53; 3.80; 5.76;-17.56;-17.67;-17.13
053.14663694;-27.79019000;z5_MAIN_4410       ;HRG14 J033235.19-274724.7;053.146637;-27.790190; 5.55; 1.12; 5.89;-17.70;-17.94;-17.31
053.15725694;-27.79650306;z5_MAIN_5300       ;HRG14 J033237.74-274747.4;053.157257;-27.796503; 5.64; 3.99; 5.82;-17.55;-17.69;-17.13
053.17182889;-27.78616694;z5_MAIN_4541       ;HRG14 J033241.24-274710.2;053.171829;-27.786167; 6.73; 1.30; 6.75;-18.61;-18.70;-18.35
053.26091389;-27.69179306;z5_PAR1_2399       ;HRG14 J033302.62-274130.5;053.260914;-27.691793; 4.32; 3.79; 4.52;-18.29;-18.45;-18.10
053.23233389;-27.68576000;z5_PAR1_1616       ;HRG14 J033255.76-274108.7;053.232334;-27.685760; 4.34; 0.83; 4.59;-17.34;-17.51;-16.91
053.27029000;-27.69095389;z5_PAR1_2316       ;HRG14 J033304.87-274127.4;053.270290;-27.690954; 4.35; 0.71; 4.49;-18.72;-18.87;-18.59
053.27358194;-27.68228306;z5_PAR1_1051       ;HRG14 J033305.66-274056.2;053.273582;-27.682283; 4.36; 0.85; 4.48;-20.16;-20.23;-20.01
053.25931500;-27.69582694;z5_PAR1_2743       ;HRG14 J033302.24-274145.0;053.259315;-27.695827; 4.36; 0.79; 4.50;-18.52;-18.59;-18.27
053.27435306;-27.68970694;z5_PAR1_2161       ;HRG14 J033305.84-274122.9;053.274353;-27.689707; 4.37; 4.17; 4.53;-18.86;-18.96;-18.69
053.25538611;-27.69663000;z5_PAR1_2815       ;HRG14 J033301.29-274147.9;053.255386;-27.696630; 4.39; 0.75; 4.94;-17.85;-18.18;-17.39
053.24878694;-27.68464111;z5_PAR1_1449       ;HRG14 J033259.71-274104.7;053.248787;-27.684641; 4.42; 3.48; 4.70;-19.22;-19.41;-18.95
053.26391194;-27.68731306;z5_PAR1_1885       ;HRG14 J033303.34-274114.3;053.263912;-27.687313; 4.43; 1.80; 4.90;-17.44;-17.83;-17.05
053.25879306;-27.70748111;z5_PAR1_3507       ;HRG14 J033302.11-274226.9;053.258793;-27.707481; 4.44; 0.78; 4.68;-17.92;-18.02;-17.41
053.28005194;-27.69147500;z5_PAR1_2345       ;HRG14 J033307.21-274129.3;053.280052;-27.691475; 4.44; 4.28; 4.57;-19.38;-19.43;-19.23
053.25321194;-27.66299194;z5_PAR1_25         ;HRG14 J033300.77-273946.8;053.253212;-27.662992; 4.44; 4.22; 4.58;-18.97;-19.06;-18.84
053.27237694;-27.68008611;z5_PAR1_995        ;HRG14 J033305.37-274048.3;053.272377;-27.680086; 4.45; 4.30; 4.55;-19.78;-19.83;-19.70
053.26107389;-27.67640694;z5_PAR1_652        ;HRG14 J033302.66-274035.1;053.261074;-27.676407; 4.45; 0.79; 4.74;-17.96;-18.13;-17.65
053.27316694;-27.68393500;z5_PAR1_1411       ;HRG14 J033305.56-274102.2;053.273167;-27.683935; 4.47; 4.36; 4.54;-20.54;-20.58;-20.48
053.24717694;-27.69427111;z5_PAR1_2629       ;HRG14 J033259.32-274139.4;053.247177;-27.694271; 4.48; 0.85; 4.81;-18.22;-18.47;-17.91
053.26078806;-27.68500889;z5_PAR1_1581       ;HRG14 J033302.59-274106.0;053.260788;-27.685009; 4.49; 1.14; 4.71;-19.20;-19.29;-19.04
053.26210389;-27.68938111;z5_PAR1_2117       ;HRG14 J033302.90-274121.8;053.262104;-27.689381; 4.50; 1.09; 4.88;-17.67;-17.97;-17.11
053.26505694;-27.68180111;z5_PAR1_1126       ;HRG14 J033303.61-274054.5;053.265057;-27.681801; 4.50; 4.09; 4.83;-19.79;-20.00;-19.47
053.26378611;-27.66992000;z5_PAR1_255        ;HRG14 J033303.31-274011.7;053.263786;-27.669920; 4.51; 4.23; 4.73;-19.06;-19.17;-18.85
053.27063806;-27.69257694;z5_PAR1_2474       ;HRG14 J033304.95-274133.3;053.270638;-27.692577; 4.51; 4.06; 4.74;-18.75;-18.87;-18.44
053.25399000;-27.70502111;z5_PAR1_3356       ;HRG14 J033300.96-274218.1;053.253990;-27.705021; 4.52; 3.73; 4.72;-19.07;-19.18;-18.75
053.24323694;-27.69727306;z5_PAR1_2865       ;HRG14 J033258.38-274150.2;053.243237;-27.697273; 4.57; 4.47; 4.66;-20.53;-20.57;-20.46
053.26119194;-27.70814500;z5_PAR1_3527       ;HRG14 J033302.69-274229.3;053.261192;-27.708145; 4.58; 0.84; 4.82;-18.62;-18.78;-18.32
053.27296111;-27.68226194;z5_PAR1_1055       ;HRG14 J033305.51-274056.1;053.272961;-27.682262; 4.60; 4.41; 4.79;-20.58;-20.65;-20.45
053.25486389;-27.70504389;z5_PAR1_3381       ;HRG14 J033301.17-274218.2;053.254864;-27.705044; 4.61; 0.83; 4.96;-18.25;-18.52;-18.11
053.25086194;-27.66792694;z5_PAR1_166        ;HRG14 J033300.21-274004.5;053.250862;-27.667927; 4.63; 2.97; 4.83;-18.08;-18.16;-17.59
053.27321611;-27.68069111;z5_PAR1_1158       ;HRG14 J033305.57-274050.5;053.273216;-27.680691; 4.64; 1.06; 5.03;-19.89;-20.26;-19.80
053.24915694;-27.69780306;z5_PAR1_2917       ;HRG14 J033259.80-274152.1;053.249157;-27.697803; 4.65; 1.04; 5.00;-18.74;-18.90;-18.34
053.28316111;-27.68530111;z5_PAR1_1628       ;HRG14 J033307.96-274107.1;053.283161;-27.685301; 4.66; 0.76; 5.06;-17.70;-17.94;-17.19
053.25323889;-27.66209194;z5_PAR1_13         ;HRG14 J033300.78-273943.5;053.253239;-27.662092; 4.67; 4.40; 4.86;-18.32;-18.42;-18.11
053.25515694;-27.69763806;z5_PAR1_2905       ;HRG14 J033301.24-274151.5;053.255157;-27.697638; 4.68; 4.51; 4.81;-18.51;-18.55;-18.33
053.27118694;-27.68041194;z5_PAR1_1030       ;HRG14 J033305.08-274049.5;053.271187;-27.680412; 4.69; 0.78; 5.05;-18.10;-18.26;-17.74
053.25539806;-27.70334194;z5_PAR1_3329       ;HRG14 J033301.30-274212.0;053.255398;-27.703342; 4.69; 1.04; 4.91;-17.77;-17.89;-17.41
053.25954389;-27.68616889;z5_PAR1_1746       ;HRG14 J033302.29-274110.2;053.259544;-27.686169; 4.70; 4.56; 4.85;-19.27;-19.35;-19.14
053.24057000;-27.69068694;z5_PAR1_2264       ;HRG14 J033257.74-274126.5;053.240570;-27.690687; 4.71; 4.03; 5.00;-19.00;-19.23;-18.82
053.24567806;-27.67703806;z5_PAR1_703        ;HRG14 J033258.96-274037.3;053.245678;-27.677038; 4.72; 4.24; 4.92;-18.10;-18.25;-17.84
053.26693000;-27.67989306;z5_PAR1_968        ;HRG14 J033304.06-274047.6;053.266930;-27.679893; 4.73; 4.29; 5.02;-18.43;-18.55;-18.09
053.25066806;-27.66549694;z5_PAR1_72         ;HRG14 J033300.16-273955.8;053.250668;-27.665497; 4.73; 4.65; 4.87;-20.99;-21.04;-20.91
053.25976611;-27.67802194;z5_PAR1_807        ;HRG14 J033302.34-274040.9;053.259766;-27.678022; 4.74; 2.87; 5.03;-17.64;-17.70;-17.16
053.25881194;-27.66986806;z5_PAR1_233        ;HRG14 J033302.11-274011.5;053.258812;-27.669868; 4.76; 3.83; 5.06;-18.18;-18.34;-17.69
053.25294111;-27.69693194;z5_PAR1_2839       ;HRG14 J033300.71-274149.0;053.252941;-27.696932; 4.77; 3.62; 5.01;-18.48;-18.63;-18.18
053.25095694;-27.70278389;z5_PAR1_3288       ;HRG14 J033300.23-274210.0;053.250957;-27.702784; 4.79; 0.74; 5.01;-17.66;-17.81;-17.32
053.25099194;-27.66943194;z5_PAR1_230        ;HRG14 J033300.24-274010.0;053.250992;-27.669432; 4.79; 4.54; 5.01;-19.06;-19.12;-18.82
053.26408389;-27.70097889;z5_PAR1_3176       ;HRG14 J033303.38-274203.5;053.264084;-27.700979; 4.80; 4.73; 4.88;-20.09;-20.14;-20.02
053.26988194;-27.68641306;z5_PAR1_1783       ;HRG14 J033304.77-274111.1;053.269882;-27.686413; 4.80; 2.25; 5.11;-17.13;-17.42;-16.71
053.24107694;-27.68833000;z5_PAR1_2004       ;HRG14 J033257.86-274118.0;053.241077;-27.688330; 4.81; 1.56; 5.11;-18.17;-18.44;-17.85
053.24981306;-27.66964000;z5_PAR1_249        ;HRG14 J033259.96-274010.7;053.249813;-27.669640; 4.81; 4.61; 5.00;-18.56;-18.63;-18.38
053.26887111;-27.68496889;z5_PAR1_1576       ;HRG14 J033304.53-274105.9;053.268871;-27.684969; 4.82; 4.71; 4.98;-19.36;-19.46;-19.28
053.26417194;-27.70750389;z5_PAR1_3506       ;HRG14 J033303.40-274227.0;053.264172;-27.707504; 4.83; 4.72; 4.96;-19.21;-19.24;-19.08
053.27542889;-27.69359389;z5_PAR1_2569       ;HRG14 J033306.10-274136.9;053.275429;-27.693594; 4.85; 4.64; 5.03;-19.43;-19.58;-19.25
053.25902611;-27.66979194;z5_PAR1_235        ;HRG14 J033302.17-274011.3;053.259026;-27.669792; 4.86; 4.67; 5.01;-19.96;-20.04;-19.84
053.25406611;-27.68624111;z5_PAR1_1763       ;HRG14 J033300.98-274110.5;053.254066;-27.686241; 4.88; 4.41; 5.12;-18.48;-18.60;-18.20
053.26418694;-27.69482389;z5_PAR1_2675       ;HRG14 J033303.40-274141.4;053.264187;-27.694824; 4.88; 4.63; 5.06;-18.96;-19.05;-18.80
053.25707194;-27.67345806;z5_PAR1_469        ;HRG14 J033301.70-274024.4;053.257072;-27.673458; 4.91; 4.69; 5.10;-19.36;-19.47;-19.21
053.27594000;-27.69289000;z5_PAR1_2501       ;HRG14 J033306.23-274134.4;053.275940;-27.692890; 4.95; 1.18; 5.11;-18.99;-19.13;-18.68
053.24699806;-27.68644500;z5_PAR1_1735       ;HRG14 J033259.28-274111.2;053.246998;-27.686445; 4.95; 4.80; 5.13;-21.14;-21.17;-20.98
053.27986500;-27.68965000;z5_PAR1_2110       ;HRG14 J033307.17-274122.7;053.279865;-27.689650; 4.96; 4.35; 5.32;-18.38;-18.59;-18.00
053.24564694;-27.67000389;z5_PAR1_256        ;HRG14 J033258.96-274012.0;053.245647;-27.670004; 4.98; 4.87; 5.09;-20.23;-20.26;-20.12
053.24013889;-27.67582889;z5_PAR1_594        ;HRG14 J033257.63-274033.0;053.240139;-27.675829; 5.01; 4.60; 5.31;-18.57;-18.71;-18.28
053.24733694;-27.69104000;z5_PAR1_2257       ;HRG14 J033259.36-274127.7;053.247337;-27.691040; 5.01; 4.73; 5.21;-19.45;-19.50;-19.17
053.25893389;-27.67745194;z5_PAR1_724        ;HRG14 J033302.14-274038.8;053.258934;-27.677452; 5.03; 4.86; 5.13;-20.46;-20.50;-20.35
053.24475889;-27.68648889;z5_PAR1_1784       ;HRG14 J033258.74-274111.4;053.244759;-27.686489; 5.07; 3.94; 5.30;-18.30;-18.46;-17.96
053.24216500;-27.68005806;z5_PAR1_979        ;HRG14 J033258.12-274048.2;053.242165;-27.680058; 5.12; 4.86; 5.22;-19.71;-19.75;-19.59
053.25522611;-27.66264000;z5_PAR1_19         ;HRG14 J033301.25-273945.5;053.255226;-27.662640; 5.17; 4.89; 5.26;-19.80;-19.89;-19.69
053.26736111;-27.68052694;z5_PAR1_1007       ;HRG14 J033304.17-274049.9;053.267361;-27.680527; 5.17; 4.97; 5.25;-20.26;-20.29;-20.15
053.24647500;-27.70036111;z5_PAR1_3127       ;HRG14 J033259.15-274201.3;053.246475;-27.700361; 5.22; 4.81; 5.42;-19.83;-19.94;-19.61
053.27389111;-27.68368500;z5_PAR1_1385       ;HRG14 J033305.73-274101.3;053.273891;-27.683685; 5.22; 5.06; 5.31;-21.04;-21.09;-20.98
053.25437194;-27.66698806;z5_PAR1_129        ;HRG14 J033301.05-274001.2;053.254372;-27.666988; 5.23; 4.87; 5.34;-19.98;-20.01;-19.71
053.26201194;-27.70044889;z5_PAR1_3131       ;HRG14 J033302.88-274201.6;053.262012;-27.700449; 5.26; 5.13; 5.33;-20.56;-20.60;-20.48
053.26582306;-27.70340194;z5_PAR1_3334       ;HRG14 J033303.80-274212.2;053.265823;-27.703402; 5.26; 1.26; 5.59;-17.83;-17.97;-17.51
053.26968000;-27.68967611;z5_PAR1_2154       ;HRG14 J033304.72-274122.8;053.269680;-27.689676; 5.27; 5.05; 5.38;-19.72;-19.74;-19.60
053.25853694;-27.70993389;z5_PAR1_3565       ;HRG14 J033302.05-274235.8;053.258537;-27.709934; 5.28; 1.47; 5.96;-17.44;-17.91;-16.52
053.26347000;-27.68557694;z5_PAR1_1640       ;HRG14 J033303.23-274108.1;053.263470;-27.685577; 5.30; 0.95; 5.46;-19.75;-19.82;-19.34
053.27167111;-27.68182194;z5_PAR1_1047       ;HRG14 J033305.20-274054.6;053.271671;-27.681822; 5.33; 1.22; 5.49;-20.80;-20.89;-20.33
053.27657694;-27.68262111;z5_PAR1_1263       ;HRG14 J033306.38-274057.4;053.276577;-27.682621; 5.34; 1.35; 5.71;-18.07;-18.37;-17.60
053.24742889;-27.69326000;z5_PAR1_2534       ;HRG14 J033259.38-274135.7;053.247429;-27.693260; 5.35; 0.91; 5.69;-17.48;-17.73;-17.10
053.25109889;-27.66956889;z5_PAR1_231        ;HRG14 J033300.26-274010.4;053.251099;-27.669569; 5.36; 4.74; 5.63;-18.74;-18.89;-18.42
053.25518000;-27.68425806;z5_PAR1_1233       ;HRG14 J033301.24-274103.3;053.255180;-27.684258; 5.39; 3.96; 5.62;-18.61;-18.79;-18.24
053.26940889;-27.68614389;z5_PAR1_1732       ;HRG14 J033304.66-274110.1;053.269409;-27.686144; 5.43; 3.95; 5.72;-18.30;-18.35;-17.91
053.25362806;-27.66563806;z5_PAR1_78         ;HRG14 J033300.87-273956.3;053.253628;-27.665638; 5.43; 1.13; 5.70;-18.06;-18.29;-17.67
053.26359194;-27.68535194;z5_PAR1_1631       ;HRG14 J033303.26-274107.3;053.263592;-27.685352; 5.51; 1.00; 5.74;-19.22;-19.39;-18.95
053.27116389;-27.67939000;z5_PAR1_904        ;HRG14 J033305.08-274045.8;053.271164;-27.679390; 5.53; 0.95; 5.64;-19.31;-19.45;-19.02
053.23999000;-27.68683611;z5_PAR1_1822       ;HRG14 J033257.60-274112.6;053.239990;-27.686836; 5.56; 1.21; 5.82;-18.11;-18.31;-17.74
053.25775889;-27.68363806;z5_PAR1_1238       ;HRG14 J033301.86-274101.1;053.257759;-27.683638; 5.58; 1.26; 5.70;-19.12;-19.21;-18.87
053.27230806;-27.69651194;z5_PAR1_2809       ;HRG14 J033305.35-274147.4;053.272308;-27.696512; 5.59; 5.37; 5.80;-18.59;-18.65;-18.44
053.24923306;-27.67686694;z5_PAR1_623        ;HRG14 J033259.82-274036.7;053.249233;-27.676867; 5.63; 5.49; 5.78;-19.80;-19.89;-19.71
053.24248500;-27.68947806;z5_PAR1_2136       ;HRG14 J033258.20-274122.1;053.242485;-27.689478; 5.63; 5.47; 5.80;-19.14;-19.22;-19.04
053.25964000;-27.68252389;z5_PAR1_1276       ;HRG14 J033302.31-274057.1;053.259640;-27.682524; 5.63; 5.52; 5.70;-20.50;-20.55;-20.44
053.24999611;-27.67832889;z5_PAR1_821        ;HRG14 J033260.00-274042.0;053.249996;-27.678329; 5.66; 1.31; 6.00;-18.38;-18.57;-18.02
053.26078389;-27.68241111;z5_PAR1_1271       ;HRG14 J033302.59-274056.7;053.260784;-27.682411; 5.67; 0.96; 5.80;-18.63;-18.80;-18.25
053.24312611;-27.68878889;z5_PAR1_2050       ;HRG14 J033258.35-274119.6;053.243126;-27.688789; 5.71; 1.24; 5.88;-18.21;-18.36;-17.96
053.23776194;-27.68311694;z5_PAR1_1343       ;HRG14 J033257.06-274059.2;053.237762;-27.683117; 5.72; 5.54; 5.88;-19.51;-19.57;-19.38
053.27845389;-27.68478611;z5_PAR1_1538       ;HRG14 J033306.83-274105.2;053.278454;-27.684786; 5.75; 1.14; 5.81;-18.22;-18.50;-17.76
053.26160389;-27.69956806;z5_PAR1_3079       ;HRG14 J033302.79-274158.4;053.261604;-27.699568; 5.76; 1.30; 5.98;-18.77;-18.96;-18.55
053.25524111;-27.68070806;z5_PAR1_1066       ;HRG14 J033301.26-274050.5;053.255241;-27.680708; 5.77; 1.03; 5.95;-18.43;-18.63;-18.15
053.23757194;-27.68312500;z5_PAR1_1346       ;HRG14 J033257.02-274059.2;053.237572;-27.683125; 5.82; 4.74; 6.06;-18.01;-18.16;-17.64
053.25345611;-27.69455500;z5_PAR1_2659       ;HRG14 J033300.83-274140.4;053.253456;-27.694555; 5.85; 1.41; 6.12;-18.28;-18.53;-17.91
053.23709500;-27.68834889;z5_PAR1_2003       ;HRG14 J033256.90-274118.1;053.237095;-27.688349; 5.86; 1.03; 6.02;-18.27;-18.50;-17.93
053.24520111;-27.67111389;z5_PAR1_323        ;HRG14 J033258.85-274016.0;053.245201;-27.671114; 5.94; 1.23; 6.18;-18.34;-18.59;-17.89
053.26377889;-27.67519000;z5_PAR1_566        ;HRG14 J033303.31-274030.7;053.263779;-27.675190; 5.97; 4.57; 6.22;-19.07;-19.28;-18.61
053.26797889;-27.86603389;z5_PAR2_3006       ;HRG14 J033304.31-275157.7;053.267979;-27.866034; 4.30; 0.66; 4.62;-18.28;-18.51;-17.82
053.25668306;-27.85163500;z5_PAR2_1356       ;HRG14 J033301.60-275105.9;053.256683;-27.851635; 4.32; 3.73; 4.53;-18.84;-18.99;-18.58
053.26820806;-27.87506500;z5_PAR2_3687       ;HRG14 J033304.37-275230.2;053.268208;-27.875065; 4.34; 2.56; 4.55;-18.14;-18.27;-17.80
053.28165806;-27.84388889;z5_PAR2_591        ;HRG14 J033307.60-275038.0;053.281658;-27.843889; 4.34; 0.84; 4.58;-17.64;-17.72;-17.27
053.26874500;-27.83503889;z5_PAR2_144        ;HRG14 J033304.50-275006.1;053.268745;-27.835039; 4.36; 0.69; 4.49;-19.84;-19.96;-19.68
053.26991306;-27.84270111;z5_PAR2_529        ;HRG14 J033304.78-275033.7;053.269913;-27.842701; 4.37; 4.16; 4.50;-19.05;-19.09;-18.86
053.29181694;-27.84858500;z5_PAR2_992        ;HRG14 J033310.04-275054.9;053.291817;-27.848585; 4.37; 0.67; 4.51;-19.16;-19.29;-18.97
053.27188111;-27.84381889;z5_PAR2_578        ;HRG14 J033305.25-275037.7;053.271881;-27.843819; 4.39; 4.26; 4.48;-19.46;-19.51;-19.35
053.26043306;-27.85537000;z5_PAR2_1703       ;HRG14 J033302.50-275119.3;053.260433;-27.855370; 4.39; 4.27; 4.48;-20.62;-20.67;-20.56
053.26982500;-27.86372806;z5_PAR2_2758       ;HRG14 J033304.76-275149.4;053.269825;-27.863728; 4.41; 0.91; 4.55;-17.96;-18.06;-17.78
053.27905694;-27.87396389;z5_PAR2_3628       ;HRG14 J033306.97-275226.3;053.279057;-27.873964; 4.41; 0.71; 4.56;-18.30;-18.38;-17.97
053.26566694;-27.84680000;z5_PAR2_831        ;HRG14 J033303.76-275048.5;053.265667;-27.846800; 4.41; 4.30; 4.49;-19.75;-19.80;-19.68
053.27460111;-27.85914194;z5_PAR2_2204       ;HRG14 J033305.90-275132.9;053.274601;-27.859142; 4.43; 3.97; 4.65;-18.63;-18.71;-18.36
053.29002389;-27.85147694;z5_PAR2_1333       ;HRG14 J033309.61-275105.3;053.290024;-27.851477; 4.43; 3.57; 4.59;-19.08;-19.16;-18.87
053.26776111;-27.83668889;z5_PAR2_203        ;HRG14 J033304.26-275012.1;053.267761;-27.836689; 4.44; 0.79; 4.63;-19.54;-19.72;-19.46
053.28405806;-27.86686889;z5_PAR2_3093       ;HRG14 J033308.17-275200.7;053.284058;-27.866869; 4.44; 0.92; 4.56;-18.95;-19.06;-18.75
053.28033111;-27.84413694;z5_PAR2_508        ;HRG14 J033307.28-275038.9;053.280331;-27.844137; 4.45; 0.61; 4.58;-18.10;-18.23;-17.69
053.26813889;-27.84444194;z5_PAR2_653        ;HRG14 J033304.35-275040.0;053.268139;-27.844442; 4.46; 3.98; 4.63;-18.78;-18.85;-18.59
